pwsid,pws_name,county,state,recipient_name,total_srf_funding_10y,project_count_10y,most_recent_project_year,years_since_last_funding,funding_gap_flag,funding_match_confidence,funding_notes
OH4503112,VALLEY MOBILE HOME PARK,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4503212,"MGR,WILLOWBROOK TERRACE MHP #1",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4503312,WILKINS MOBILE HOME PARK,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4503412,"LICKING CO,JARDIN MANOR",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4503512,WHISPERING PINES MHP,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4503612,NORTH POINTE COVE CONDOMINIUMS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4503712,"MANAGER, PINES APARTMENTS",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4503812,WILLOWBROOK TER. MHP #2,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4503912,WILLOWBROOK TER. MHP #3,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4504012,ST LOUISVILLE VILLAGE PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4504112,WINDFIELD ACRES MHP,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4504203,ALEXANDRIA VILLAGE PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4504312,VILLA VISTA MOBILE HOME,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4504403,"HORNE WATER HAULING, D. HORNE",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4504512,VALLEY MOBILE HOME PARK #2,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4504612,PINE KIRK CARE CENTER,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4504712,STS. PETER AND PAUL SEMINARY,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4504812,LAKESIDE TOWNHOMES,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4504912,TOMARO DEVELOPMENT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4505012,310 MHP,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4505112,BLUE HERON MANOR,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4505312,LAKESIDE PROPERTIES MHP,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4505412,LICKING REGIONAL WATER DISTRICT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4505512,LAKESIDE MHC,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4530012,"PRINCIPAL,ALEXANDRIA ELEM.SCH.",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4530112,"PRINCIPAL,ALEXANDRIA ELEM.SCH.",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4530212,ALEXANDRIA PUBLIC LIBRARY,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4530312,"PRINCIPAL,BENNINGTON ELEM.SCH.",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4530412,BOWERSTON SHALE CO WELL#1,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4530512,BOWERSTON SHALE CO WELL #2,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4530612,BUCKEYE LAKE VOL. FIRE DEPT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4530711,"MGR,BUCKEYE REC.VEHICLE CENTER",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4530812,BUCKEYE LAKE YACHT CLUB,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4530912,BUCKEYE VALLEY AIRPORT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4531012,BRYN MAWR RESTAURANT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4531112,C AND I RESTAURANT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4531212,CERTIFIE GAS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4531312,CROSSROADS PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4531412,PAPA BOOS PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4531512,COAKLEY SUNOCO STATION,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4531612,COCK-N-BULL RESTAURANT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4531712,COOK GROUP HOME,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4531812,"MANAGER,CORNER HOUSE BAR",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4531912,CORRAL STEAK HOUSE,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4532012,CRANBERRY RESTAURANT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4532112,CROTON METHODIST CHURCH,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4532212,DEMOSS CARRY-OUT & BAR,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4532312,DICK HILL FORD INC,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4532412,ETNA DUKE & DUCHESS PWS,,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4532512,SUPER 8 MOTEL PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4532612,EASTBROOK BAPTIST CHURCH,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4532712,ETNA EXXON STATION,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4532812,FIRST NATIONAL BANK,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4532912,"PRINCIPAL,FRANKLIN ELEM.SCHOOL",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4533012,FRATERNAL ORDER OF EAGLES,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4533112,FREDDYS PLACE,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4533212,GORDON BOOHER REAL ESTATE,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4533312,HOSKINSON EXCAVATING,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4533412,J&F MACHINE SPECIALTY INC,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4533512,EAGLE WINGS ACADEMY INC. PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4533612,JOHNSTOWN BAPTIST CHURCH,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4533712,JOHNSTOWN IGA STORE,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4533812,KAISER ALUMINUM CORP.,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4533912,"MANAGER,KENNEY CHEVROLET",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4534012,KIRK KONE RESTAURANT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4534112,KIRKERSVILLE APOST. CHURCH,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4534212,KIRKERSVILLE ELEMENTARY,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4534312,LAKEWOOD HIGH SCHOOL,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4534412,LAKEWOOD JR HIGH SCHOOL,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4534512,LICKING COUNTY CIVIL DEFENSE,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4534612,LICKING RURAL ELECTRIC,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4534712,LICKING TWP VOL FIRE DEPT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4534812,LICKING VALLEY JR HIGH,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4534912,LICKING VALLEY SWIM CLUB,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4535012,"ADMIN,SOULS HARBOR ACADEMY",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4535112,MAPLE INN RESTAURANT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4535212,MARDI GRAS RESTAURANT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4535312,I70&310 AUTOCARE INC,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4535412,OHIO STEEL INDUSTRIES,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4535512,NORTHRIDGE LOCAL SCHOOL CAMPUS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4535612,ODOT REST AREA 5-17,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4535712,ODOT REST AREA 5-18,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4535812,OUR LADY OF MOUNT CARMEL CHURCH,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4535912,OLD SCHOOL EVENT RENTAL,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4536012,PIRATES COVE RESTAURANT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4536112,POWELL'S GROCERY AND PIZZA,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4536212,"MERITOR HEAVY VEHICLE SYS, LLC",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4536312,SMILEYS PIZZA,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4536412,HOUSTON PLUMBING PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4536512,BP OIL STATION-4558,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4536612,BP OIL STATION,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4536712,BP OIL STATION,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4536812,THORNVILLE DUKE AND DUCHESS PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4536912,BP OIL STATION-I-2324,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4537012,"PRESIDENT,STRUCTURLITE CORP",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4537112,SUNSET INN RESTAURANT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4537212,STUCKEYS RESTAURANT & SS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4537312,LIVING VINE CHRISTIAN SCHOOL,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4537412,VELVET ICE CREAM COMPANY,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4537512,WAGRAM MOTEL,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4537612,WAHL MOTOR SALES INC,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4537712,WATKINS MEMORIAL HIGH SCHOOL,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4537812,"PRINCIPAL,WATKINS HIGH SCHOOL",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4537912,AMERICAN AGGREGATES CORP #1,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4538012,AMERICAN AGGREGATES CORP,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4538112,THE BEECHRIDGE LOUNGE PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4538212,BEECHWOOD TRAILS RIDING CLUB,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4538312,"OWNER,BRIDLE PATH",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4538412,BROADVIEW GOLF COURSE,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4538512,BUCKEYE LAKE KOA WELL 1,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4538612,BUCKEYE LAKE KOA KAMPGROUND,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4538712,BUCKEYE LAKE KOA WELL 3,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4538812,CASTNERS SPORTING GOODS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4538911,"OWNER,CEDAR RUN SPRING",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4539012,CENTRAL TRUST COMANY,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4539112,CHURCH OF CHRIST OF JOHN,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4539212,CHURCH OF CHRIST,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4539312,COLLINS AUTO SERVICE,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4539412,COMMUNITY CHRISTIAN CHURCH,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4539512,PADDLEWHEEL RESTAURANT & LOUNGE,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4539612,THE DINER,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4539712,DALGARN'S NURSERY,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4539812,DAVE SMITH FORD,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4539912,DAWES ARBORETUM,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4540012,TUGGLES KOUNTRY KITCHEN,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4540112,DOGWOOD HILLS GOLF COURSE,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4540212,3825 COLUMBUS ROAD LLC PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4540312,GRANVILLE RESEARCH CENTER,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4540412,DRY CREEK GRAVEL COMPANY,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4540512,"PRINCIPAL,EDEN ELEM SCHOOL",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4540612,EMERSON-NEWKIRK FUNERAL HOME,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4540712,ETNA ELEMENTARY SCHOOL,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4540812,EVANS COMM SERVICE CENTER,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4540912,THE EVERGREENS RESTAURANT,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4541012,FRONTIER RANCH,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4541112,GRACE BRETHREN CHURCH,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4541212,HARBOR HILLS COUNTRY CLUB,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4541312,NORTHRIDGE HARTFORD ELEMENTARY,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4541412,HEART OF OHIO,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4541512,"HIGHLANDS GOLF CLUB, INC",Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4541612,HILLCREST GOLF COURSE,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4541712,NORTHRIDGE HOMER ELEMENTARY SCHOOL PWS,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4541812,HONDA HILLS RACEWAY,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4541912,HOPEWELL ELEMENTARY SCHOOL,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4542012,J.A. BLACK COMPANY,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
OH4542112,J&R DAIRY TWIST,Licking,OH,,0.0,0,,,unknown_no_staged_srf_record,unmatched,No Ohio SRF portal export was staged; do not interpret this as proof that the system has no SRF funding.
